Company,Growth_Score,Growth_Change_Q,Heat_Score,Heat_Change,Business_Score,Headcount,News,News_Sentiment,News_Count,market
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,0.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,San Francisco
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Knotel,62.0,-6.0,57,-1,81.0,175.5,"Knotel: Business Journals — Future Knotel building in Wynwood obtains $11M mortgage ~ Knotel: Business Insider — After the disaster of office-rental startup Knotel last year, its founder Amol Sarva is now back as a VC with a $100 million fund ~ Knotel: Crunchbase News — ‘Winners Take None’ Is A Mantra For Many In The Unicorn Era ~ Knotel: Advertising Age — Five reasons why I'm opening my own small agency",-0.156225,4,Manhattan
Uber,91.0,-13.0,79,22,,13921.531921658645,"Uber: Beta News — Volkswagen and Uber bring self-driving ID. Buzz electric vans to Los Angeles ~ Uber: Tech Funding News — Uber and Volkswagen to bring robotaxi by 2026: Is the future of mobility here, and what about the Waymo and Tesla rivalry? ~ Uber: Newsweek — Uber Could Be Halted For Millions of Americans ~ Uber: Reuters — Alphabet says Waymo may offer robotaxis for personal ownership in future",0.0,4,Manhattan
Uber,91.0,0.0,79,22,,13921.531921658645,"Uber: Beta News — Volkswagen and Uber bring self-driving ID. Buzz electric vans to Los Angeles ~ Uber: Tech Funding News — Uber and Volkswagen to bring robotaxi by 2026: Is the future of mobility here, and what about the Waymo and Tesla rivalry? ~ Uber: Newsweek — Uber Could Be Halted For Millions of Americans ~ Uber: Reuters — Alphabet says Waymo may offer robotaxis for personal ownership in future",0.0,4,Dallas/Ft Worth
Uber,91.0,0.0,79,22,,13921.531921658645,"Uber: Beta News — Volkswagen and Uber bring self-driving ID. Buzz electric vans to Los Angeles ~ Uber: Tech Funding News — Uber and Volkswagen to bring robotaxi by 2026: Is the future of mobility here, and what about the Waymo and Tesla rivalry? ~ Uber: Newsweek — Uber Could Be Halted For Millions of Americans ~ Uber: Reuters — Alphabet says Waymo may offer robotaxis for personal ownership in future",0.0,4,Dallas/Ft Worth
Uber,91.0,-13.0,79,22,,13921.531921658645,"Uber: Beta News — Volkswagen and Uber bring self-driving ID. Buzz electric vans to Los Angeles ~ Uber: Tech Funding News — Uber and Volkswagen to bring robotaxi by 2026: Is the future of mobility here, and what about the Waymo and Tesla rivalry? ~ Uber: Newsweek — Uber Could Be Halted For Millions of Americans ~ Uber: Reuters — Alphabet says Waymo may offer robotaxis for personal ownership in future",0.0,4,Manhattan
Uber,91.0,-13.0,79,22,,13921.531921658645,"Uber: Beta News — Volkswagen and Uber bring self-driving ID. Buzz electric vans to Los Angeles ~ Uber: Tech Funding News — Uber and Volkswagen to bring robotaxi by 2026: Is the future of mobility here, and what about the Waymo and Tesla rivalry? ~ Uber: Newsweek — Uber Could Be Halted For Millions of Americans ~ Uber: Reuters — Alphabet says Waymo may offer robotaxis for personal ownership in future",0.0,4,Manhattan
Uber,91.0,-7.0,79,22,,13921.531921658645,"Uber: Beta News — Volkswagen and Uber bring self-driving ID. Buzz electric vans to Los Angeles ~ Uber: Tech Funding News — Uber and Volkswagen to bring robotaxi by 2026: Is the future of mobility here, and what about the Waymo and Tesla rivalry? ~ Uber: Newsweek — Uber Could Be Halted For Millions of Americans ~ Uber: Reuters — Alphabet says Waymo may offer robotaxis for personal ownership in future",0.0,4,San Francisco
CIT,,,64,7,79.0,5.5,CIT: The Canberra Times — CIT Solutions to be wound up and merged with CIT amid rocky financial situation ~ CIT: Canberra Times — Hollingworth's 'ridiculously good value' pitch for CIT's millions ~ CIT: EIN Presswire — Railcar Leasing Service Market CAGR 4.2 % with Growth USD 17006.31 Billion by 2033 ~ CIT: PR Newswire — Citroniq Chemicals Closes $12 Million Series A Financing,0.250025,4,Manhattan
Demandbase,91.0,-12.0,95,11,96.0,750.5,"Demandbase: MarketScreener — Informa TechTarget Confirms 2024 Revenue Range, 2025 Outlook and Updates on Form 10-K Filing ~ Demandbase: MarketScreener — Omdia: OLED Shipments Hit 19.2% Growth Year-on-Year in February 2025 ~ Demandbase: MarketScreener — TechTarget, Inc. (TTGT) Investors Who Lost Money – Contact Law Offices of Howard G. Smith About Securities Fraud Investigation ~ Demandbase: MarTech Series — Demandbase Unveils Marketplace and Developer Portal, Connecting GTM Intelligence Across Enterprise Tech Stacks to Fuel Growth",0.11829999999999997,4,Manhattan
Demandbase,91.0,-12.0,95,11,96.0,750.5,"Demandbase: MarketScreener — Informa TechTarget Confirms 2024 Revenue Range, 2025 Outlook and Updates on Form 10-K Filing ~ Demandbase: MarketScreener — Omdia: OLED Shipments Hit 19.2% Growth Year-on-Year in February 2025 ~ Demandbase: MarketScreener — TechTarget, Inc. (TTGT) Investors Who Lost Money – Contact Law Offices of Howard G. Smith About Securities Fraud Investigation ~ Demandbase: MarTech Series — Demandbase Unveils Marketplace and Developer Portal, Connecting GTM Intelligence Across Enterprise Tech Stacks to Fuel Growth",0.11829999999999997,4,Manhattan
Demandbase,91.0,-6.0,95,11,96.0,750.5,"Demandbase: MarketScreener — Informa TechTarget Confirms 2024 Revenue Range, 2025 Outlook and Updates on Form 10-K Filing ~ Demandbase: MarketScreener — Omdia: OLED Shipments Hit 19.2% Growth Year-on-Year in February 2025 ~ Demandbase: MarketScreener — TechTarget, Inc. (TTGT) Investors Who Lost Money – Contact Law Offices of Howard G. Smith About Securities Fraud Investigation ~ Demandbase: MarTech Series — Demandbase Unveils Marketplace and Developer Portal, Connecting GTM Intelligence Across Enterprise Tech Stacks to Fuel Growth",0.11829999999999997,4,San Francisco
Littlstar,,,81,2,81.0,30.5,Littlstar: Forbes — Littlstar Is Now RAD With NFTs For Entertainment Industry,0.4215,1,Manhattan
Btween,,,74,-1,64.0,30.5,,0.0,1,Manhattan
Ripple,96.0,-4.0,93,30,95.0,750.5,"Ripple: JA Mining — From Holding to Adding Value: New Strategies for XRP Investors and JA Mining’s Cloud Solutions ~ Ripple: StreetInsider.com — From Holding to Adding Value: New Strategies for XRP Investors and JA Mining’s Cloud Solutions ~ Ripple: GlobeNewswire — From Holding to Adding Value: New Strategies for XRP Investors and JA Mining’s Cloud Solutions ~ Ripple: NewsBTC — XRP Price Pullback To $2 According To Plan For Historic Breakout To $10, Analyst Says",0.357525,4,Manhattan
Ripple,96.0,-4.0,93,30,95.0,750.5,"Ripple: JA Mining — From Holding to Adding Value: New Strategies for XRP Investors and JA Mining’s Cloud Solutions ~ Ripple: StreetInsider.com — From Holding to Adding Value: New Strategies for XRP Investors and JA Mining’s Cloud Solutions ~ Ripple: GlobeNewswire — From Holding to Adding Value: New Strategies for XRP Investors and JA Mining’s Cloud Solutions ~ Ripple: NewsBTC — XRP Price Pullback To $2 According To Plan For Historic Breakout To $10, Analyst Says",0.357525,4,Manhattan
Ripple,96.0,2.0,93,30,95.0,750.5,"Ripple: JA Mining — From Holding to Adding Value: New Strategies for XRP Investors and JA Mining’s Cloud Solutions ~ Ripple: StreetInsider.com — From Holding to Adding Value: New Strategies for XRP Investors and JA Mining’s Cloud Solutions ~ Ripple: GlobeNewswire — From Holding to Adding Value: New Strategies for XRP Investors and JA Mining’s Cloud Solutions ~ Ripple: NewsBTC — XRP Price Pullback To $2 According To Plan For Historic Breakout To $10, Analyst Says",0.357525,4,San Francisco
Linesight,89.0,-3.0,64,3,85.0,750.5,Linesight: Building — 5 minutes with … Priya Shah at Linesight | Features | Building ~ Linesight: Business Wire — Labor Shortages Impacting Construction Growth Potential for Booming Mission-Critical Sectors ~ Linesight: Business Wire — Insights From Global Life Sciences Benchmarking: Experts and End Users to Discuss Emerging Trends and Benefits ~ Linesight: Linesight's Niall Greene on why the gigafactory opportunity is huge,0.314175,4,Manhattan
Linesight,89.0,-3.0,64,3,85.0,750.5,Linesight: Building — 5 minutes with … Priya Shah at Linesight | Features | Building ~ Linesight: Business Wire — Labor Shortages Impacting Construction Growth Potential for Booming Mission-Critical Sectors ~ Linesight: Business Wire — Insights From Global Life Sciences Benchmarking: Experts and End Users to Discuss Emerging Trends and Benefits ~ Linesight: Linesight's Niall Greene on why the gigafactory opportunity is huge,0.314175,4,Manhattan
Linesight,89.0,10.0,64,3,85.0,750.5,Linesight: Building — 5 minutes with … Priya Shah at Linesight | Features | Building ~ Linesight: Business Wire — Labor Shortages Impacting Construction Growth Potential for Booming Mission-Critical Sectors ~ Linesight: Business Wire — Insights From Global Life Sciences Benchmarking: Experts and End Users to Discuss Emerging Trends and Benefits ~ Linesight: Linesight's Niall Greene on why the gigafactory opportunity is huge,0.314175,4,Dallas/Ft Worth
Linesight,89.0,10.0,64,3,85.0,750.5,Linesight: Building — 5 minutes with … Priya Shah at Linesight | Features | Building ~ Linesight: Business Wire — Labor Shortages Impacting Construction Growth Potential for Booming Mission-Critical Sectors ~ Linesight: Business Wire — Insights From Global Life Sciences Benchmarking: Experts and End Users to Discuss Emerging Trends and Benefits ~ Linesight: Linesight's Niall Greene on why the gigafactory opportunity is huge,0.314175,4,Dallas/Ft Worth
Cubic Transportation Systems,92.0,-2.0,80,12,82.0,3000.5,"Cubic Transportation Systems: The Telegraph — The ‘smart gates’ that could catch up to 100,000 fare dodgers a day ~ Cubic Transportation Systems: StreetInsider.com — Cubic Transportation Systems Announces FEnX the Next Generation of Fare Gates Advancing Revenue Protection, Accessibility and Safety ~ Cubic Transportation Systems: GovTech — Other New Jersey Fare Cards Emerge as MetroCard Sunsets ~ Cubic Transportation Systems: GovTech — With Artificial Intelligence, Transit Fare Gates Get Smarter",0.2871,4,Manhattan
Tapco,90.0,-1.0,89,16,91.0,75.5,"Tapco: Globe Newswire — TAPCO Announces New Partnership with Leading Mobility Platform NoTraffic ~ Tapco: Morningstar — TAPCO Collaborates with Cubic Transportation Systems to Offer Pioneering Intersection Detection Technology ~ Tapco: TAPCO Companies — TAPCO Announces Partnership with Frost Solutions to Offer Weather Monitoring and Forecasting Technology ~ Tapco: Globe Newswire — TAPCO Announces New Wrong-Way Alert Systems, Powered by Bosch",0.118475,4,Manhattan
Madison Development Group,,,86,13,84.0,5.5,,0.0,1,Manhattan
Allied Aviation,,,77,7,86.0,375.5,"Allied Aviation: Dallas Morning News — 500 layoffs at Holiday Inn, Live! by Loews and Allied Aviation as travel industry struggles to turn corner",0.126,1,Manhattan
Domus Development,,,89,23,60.0,5.5,,0.0,1,Dallas/Ft Worth
